scenario,policy,rep,epoch,epoch_cost,cumulative_regret
flash_flood,robust,19,0,6517.27,-195166.59
flash_flood,adaptive,19,0,5274.83,-196409.04
flash_flood,robust,19,1,13843.32,-181323.27
flash_flood,adaptive,19,1,13561.39,-182847.65
flash_flood,robust,19,2,15395.71,-165927.56
flash_flood,adaptive,19,2,15091.51,-167756.14
flash_flood,robust,19,3,102762.56,-63165.01
flash_flood,adaptive,19,3,95352.31,-72403.83
flash_flood,robust,19,4,73536.0,10370.99
flash_flood,adaptive,19,4,73536.0,1132.17
flash_flood,robust,19,5,57312.0,67682.99
flash_flood,adaptive,19,5,57312.0,58444.17
flash_flood,robust,20,0,4808.8,-184441.29
flash_flood,adaptive,20,0,3831.12,-185418.97
flash_flood,robust,20,1,10940.96,-173500.33
flash_flood,adaptive,20,1,10960.48,-174458.48
flash_flood,robust,20,2,17797.73,-155702.59
flash_flood,adaptive,20,2,17852.36,-156606.12
flash_flood,robust,20,3,70816.81,-84885.78
flash_flood,adaptive,20,3,61118.25,-95487.88
flash_flood,robust,20,4,77616.0,-7269.78
flash_flood,adaptive,20,4,77616.0,-17871.88
flash_flood,robust,20,5,63600.0,56330.22
flash_flood,adaptive,20,5,63600.0,45728.12
flash_flood,robust,21,0,5794.52,-226142.67
flash_flood,adaptive,21,0,4764.88,-227172.31
flash_flood,robust,21,1,10601.4,-215541.27
flash_flood,adaptive,21,1,10516.34,-216655.97
flash_flood,robust,21,2,13631.5,-201909.77
flash_flood,adaptive,21,2,13240.8,-203415.17
flash_flood,robust,21,3,116402.82,-85506.95
flash_flood,adaptive,21,3,108188.9,-95226.27
flash_flood,robust,21,4,92496.0,6989.05
flash_flood,adaptive,21,4,92496.0,-2730.27
flash_flood,robust,21,5,38208.0,45197.05
flash_flood,adaptive,21,5,38208.0,35477.73
flash_flood,robust,22,0,3420.97,-256361.03
flash_flood,adaptive,22,0,3203.6,-256578.39
flash_flood,robust,22,1,8851.51,-247509.52
flash_flood,adaptive,22,1,6703.75,-249874.64
flash_flood,robust,22,2,18900.78,-228608.74
flash_flood,adaptive,22,2,19079.04,-230795.6
flash_flood,robust,22,3,132791.97,-95816.77
flash_flood,adaptive,22,3,127874.62,-102920.98
flash_flood,robust,22,4,85728.0,-10088.77
flash_flood,adaptive,22,4,85728.0,-17192.98
flash_flood,robust,22,5,53472.0,43383.23
flash_flood,adaptive,22,5,53472.0,36279.02
flash_flood,robust,23,0,6423.5,-226140.89
flash_flood,adaptive,23,0,5040.76,-227523.62
flash_flood,robust,23,1,11332.74,-214808.15
flash_flood,adaptive,23,1,11181.53,-216342.1
flash_flood,robust,23,2,28993.34,-185814.81
flash_flood,adaptive,23,2,28259.38,-188082.72
flash_flood,robust,23,3,143520.86,-42293.95
flash_flood,adaptive,23,3,140182.75,-47899.97
flash_flood,robust,23,4,56688.0,14394.05
flash_flood,adaptive,23,4,56688.0,8788.03
flash_flood,robust,23,5,43920.0,58314.05
flash_flood,adaptive,23,5,43920.0,52708.03
flash_flood,robust,24,0,3075.67,-158958.52
flash_flood,adaptive,24,0,2771.59,-159262.6
flash_flood,robust,24,1,13220.69,-145737.82
flash_flood,adaptive,24,1,12461.46,-146801.14
flash_flood,robust,24,2,17603.1,-128134.72
flash_flood,adaptive,24,2,17341.43,-129459.71
flash_flood,robust,24,3,54951.34,-73183.38
flash_flood,adaptive,24,3,51435.97,-78023.74
flash_flood,robust,24,4,91466.48,18283.1
flash_flood,adaptive,24,4,84183.34,6159.6
flash_flood,robust,24,5,33600.0,51883.1
flash_flood,adaptive,24,5,33600.0,39759.6
flash_flood,robust,25,0,7180.84,-185358.91
flash_flood,adaptive,25,0,6052.69,-186487.06
flash_flood,robust,25,1,10524.72,-174834.19
flash_flood,adaptive,25,1,10593.03,-175894.04
flash_flood,robust,25,2,17779.34,-157054.85
flash_flood,adaptive,25,2,17990.36,-157903.68
flash_flood,robust,25,3,75657.81,-81397.04
flash_flood,adaptive,25,3,68319.87,-89583.81
flash_flood,robust,25,4,102528.0,21130.96
flash_flood,adaptive,25,4,102528.0,12944.19
flash_flood,robust,25,5,42768.0,63898.96
flash_flood,adaptive,25,5,42768.0,55712.19
flash_flood,robust,26,0,10216.92,-159550.39
flash_flood,adaptive,26,0,8767.74,-160999.57
flash_flood,robust,26,1,9911.32,-149639.06
flash_flood,adaptive,26,1,9999.01,-151000.56
flash_flood,robust,26,2,19266.88,-130372.19
flash_flood,adaptive,26,2,19092.05,-131908.51
flash_flood,robust,26,3,82724.83,-47647.35
flash_flood,adaptive,26,3,80539.32,-51369.19
flash_flood,robust,26,4,55056.0,7408.65
flash_flood,adaptive,26,4,55056.0,3686.81
flash_flood,robust,26,5,35280.0,42688.65
flash_flood,adaptive,26,5,35280.0,38966.81
flash_flood,robust,27,0,10241.06,-282345.77
flash_flood,adaptive,27,0,9654.6,-282932.23
flash_flood,robust,27,1,12563.04,-269782.73
flash_flood,adaptive,27,1,11507.88,-271424.35
flash_flood,robust,27,2,15195.51,-254587.22
flash_flood,adaptive,27,2,14211.21,-257213.14
flash_flood,robust,27,3,151656.7,-102930.52
flash_flood,adaptive,27,3,144761.34,-112451.8
flash_flood,robust,27,4,82032.0,-20898.52
flash_flood,adaptive,27,4,82032.0,-30419.8
flash_flood,robust,27,5,65664.0,44765.48
flash_flood,adaptive,27,5,65664.0,35244.2
flash_flood,robust,28,0,6589.11,-233317.79
flash_flood,adaptive,28,0,5722.75,-234184.15
flash_flood,robust,28,1,11823.99,-221493.8
flash_flood,adaptive,28,1,11175.47,-223008.68
flash_flood,robust,28,2,12528.58,-208965.22
flash_flood,adaptive,28,2,12860.4,-210148.28
flash_flood,robust,28,3,155079.29,-53885.93
flash_flood,adaptive,28,3,142197.43,-67950.86
flash_flood,robust,28,4,47040.0,-6845.93
flash_flood,adaptive,28,4,47040.0,-20910.86
flash_flood,robust,28,5,79104.0,72258.07
flash_flood,adaptive,28,5,79104.0,58193.14
flash_flood,robust,29,0,4742.06,-237878.05
flash_flood,adaptive,29,0,3972.59,-238647.53
flash_flood,robust,29,1,11150.19,-226727.86
flash_flood,adaptive,29,1,10677.6,-227969.93
flash_flood,robust,29,2,19891.36,-206836.49
flash_flood,adaptive,29,2,18998.95,-208970.98
flash_flood,robust,29,3,132457.12,-74379.38
flash_flood,adaptive,29,3,123133.34,-85837.64
flash_flood,robust,29,4,85248.0,10868.62
flash_flood,adaptive,29,4,85248.0,-589.64
flash_flood,robust,29,5,30240.0,41108.62
flash_flood,adaptive,29,5,30240.0,29650.36
creeping_crisis,robust,0,0,6077.93,-464666.96
creeping_crisis,adaptive,0,0,5019.32,-465725.57
creeping_crisis,robust,0,1,21180.81,-443486.15
creeping_crisis,adaptive,0,1,20967.23,-444758.34
creeping_crisis,robust,0,2,77067.71,-366418.44
creeping_crisis,adaptive,0,2,76611.83,-368146.5
creeping_crisis,robust,0,3,152458.35,-213960.08
creeping_crisis,adaptive,0,3,152456.48,-215690.02
creeping_crisis,robust,0,4,102336.0,-111624.08
creeping_crisis,adaptive,0,4,102336.0,-113354.02
creeping_crisis,robust,0,5,154752.0,43127.92
creeping_crisis,adaptive,0,5,154752.0,41397.98
creeping_crisis,robust,1,0,10394.95,-355814.79
creeping_crisis,adaptive,1,0,9358.07,-356851.66
creeping_crisis,robust,1,1,15822.98,-339991.81
creeping_crisis,adaptive,1,1,15822.98,-341028.69
creeping_crisis,robust,1,2,43173.5,-296818.31
creeping_crisis,adaptive,1,2,42046.71,-298981.98
creeping_crisis,robust,1,3,149517.43,-147300.88
creeping_crisis,adaptive,1,3,144241.68,-154740.3
creeping_crisis,robust,1,4,76896.0,-70404.88
creeping_crisis,adaptive,1,4,76896.0,-77844.3
creeping_crisis,robust,1,5,105840.0,35435.12
creeping_crisis,adaptive,1,5,105840.0,27995.7
creeping_crisis,robust,2,0,8579.04,-394201.98
creeping_crisis,adaptive,2,0,7602.56,-395178.46
creeping_crisis,robust,2,1,23142.26,-371059.72
creeping_crisis,adaptive,2,1,22211.13,-372967.32
creeping_crisis,robust,2,2,51711.09,-319348.63
creeping_crisis,adaptive,2,2,48705.83,-324261.5
creeping_crisis,robust,2,3,147580.64,-171767.99
creeping_crisis,adaptive,2,3,143451.11,-180810.38
creeping_crisis,robust,2,4,91008.0,-80759.99
creeping_crisis,adaptive,2,4,91008.0,-89802.38
creeping_crisis,robust,2,5,110784.0,30024.01
creeping_crisis,adaptive,2,5,110784.0,20981.62
creeping_crisis,robust,3,0,3680.19,-369937.91
creeping_crisis,adaptive,3,0,2619.41,-370998.68
creeping_crisis,robust,3,1,21737.19,-348200.72
creeping_crisis,adaptive,3,1,21987.55,-349011.13
creeping_crisis,robust,3,2,64114.36,-284086.36
creeping_crisis,adaptive,3,2,61950.13,-287061.0
creeping_crisis,robust,3,3,133825.65,-150260.72
creeping_crisis,adaptive,3,3,127399.49,-159661.51
creeping_crisis,robust,3,4,87360.0,-62900.72
creeping_crisis,adaptive,3,4,87360.0,-72301.51
creeping_crisis,robust,3,5,121920.0,59019.28
creeping_crisis,adaptive,3,5,121920.0,49618.49
creeping_crisis,robust,4,0,7723.5,-354971.46
creeping_crisis,adaptive,4,0,5789.43,-356905.54
creeping_crisis,robust,4,1,19799.13,-335172.34
creeping_crisis,adaptive,4,1,20595.95,-336309.59
creeping_crisis,robust,4,2,50235.69,-284936.64
creeping_crisis,adaptive,4,2,51159.26,-285150.33
creeping_crisis,robust,4,3,109062.19,-175874.45
creeping_crisis,adaptive,4,3,106234.64,-178915.69
creeping_crisis,robust,4,4,87024.0,-88850.45
creeping_crisis,adaptive,4,4,87024.0,-91891.69
creeping_crisis,robust,4,5,126048.0,37197.55
creeping_crisis,adaptive,4,5,126048.0,34156.31
creeping_crisis,robust,5,0,3677.01,-431747.91
creeping_crisis,adaptive,5,0,2657.25,-432767.67
creeping_crisis,robust,5,1,21293.3,-410454.61
creeping_crisis,adaptive,5,1,21624.06,-411143.61
creeping_crisis,robust,5,2,71910.96,-338543.65
creeping_crisis,adaptive,5,2,62932.32,-348211.29
creeping_crisis,robust,5,3,139776.0,-198767.65
creeping_crisis,adaptive,5,3,137348.02,-210863.27
creeping_crisis,robust,5,4,87888.0,-110879.65
creeping_crisis,adaptive,5,4,87888.0,-122975.27
creeping_crisis,robust,5,5,168432.0,57552.35
creeping_crisis,adaptive,5,5,168432.0,45456.73
creeping_crisis,robust,6,0,11007.6,-370749.99
creeping_crisis,adaptive,6,0,9340.17,-372417.43
creeping_crisis,robust,6,1,18513.18,-352236.81
creeping_crisis,adaptive,6,1,19044.66,-353372.77
creeping_crisis,robust,6,2,56152.61,-296084.2
creeping_crisis,adaptive,6,2,54320.63,-299052.14
creeping_crisis,robust,6,3,123504.0,-172580.2
creeping_crisis,adaptive,6,3,121006.9,-178045.24
creeping_crisis,robust,6,4,104880.0,-67700.2
creeping_crisis,adaptive,6,4,104880.0,-73165.24
creeping_crisis,robust,6,5,116592.0,48891.8
creeping_crisis,adaptive,6,5,116592.0,43426.76
creeping_crisis,robust,7,0,3379.44,-367482.84
creeping_crisis,adaptive,7,0,2826.82,-368035.46
creeping_crisis,robust,7,1,18944.98,-348537.85
creeping_crisis,adaptive,7,1,18713.74,-349321.72
creeping_crisis,robust,7,2,68020.32,-280517.54
creeping_crisis,adaptive,7,2,65063.64,-284258.08
creeping_crisis,robust,7,3,163730.5,-116787.04
creeping_crisis,adaptive,7,3,158303.08,-125955.0
creeping_crisis,robust,7,4,56784.0,-60003.04
creeping_crisis,adaptive,7,4,56784.0,-69171.0
creeping_crisis,robust,7,5,135840.0,75836.96
creeping_crisis,adaptive,7,5,135840.0,66669.0
creeping_crisis,robust,8,0,8714.48,-450564.02
creeping_crisis,adaptive,8,0,8074.0,-451204.5
creeping_crisis,robust,8,1,21816.78,-428747.24
creeping_crisis,adaptive,8,1,21471.71,-429732.79
creeping_crisis,robust,8,2,59937.35,-368809.89
creeping_crisis,adaptive,8,2,55433.64,-374299.15
creeping_crisis,robust,8,3,165573.07,-203236.82
creeping_crisis,adaptive,8,3,155854.72,-218444.43
creeping_crisis,robust,8,4,125088.0,-78148.82
creeping_crisis,adaptive,8,4,125088.0,-93356.43
creeping_crisis,robust,8,5,127392.0,49243.18
creeping_crisis,adaptive,8,5,127392.0,34035.57
creeping_crisis,robust,9,0,6835.73,-447400.28
creeping_crisis,adaptive,9,0,5989.61,-448246.4
creeping_crisis,robust,9,1,22362.98,-425037.3
creeping_crisis,adaptive,9,1,22256.77,-425989.63
creeping_crisis,robust,9,2,58276.99,-366760.31
creeping_crisis,adaptive,9,2,57302.86,-368686.78
creeping_crisis,robust,9,3,147532.93,-219227.38
creeping_crisis,adaptive,9,3,140944.64,-227742.14
creeping_crisis,robust,9,4,131184.0,-88043.38
creeping_crisis,adaptive,9,4,131184.0,-96558.14
creeping_crisis,robust,9,5,124560.0,36516.62
creeping_crisis,adaptive,9,5,124560.0,28001.86
creeping_crisis,robust,10,0,2419.12,-370280.83
creeping_crisis,adaptive,10,0,2276.81,-370423.14
creeping_crisis,robust,10,1,11509.58,-358771.25
creeping_crisis,adaptive,10,1,10783.8,-359639.34
creeping_crisis,robust,10,2,70700.06,-288071.18
creeping_crisis,adaptive,10,2,66439.53,-293199.81
creeping_crisis,robust,10,3,92640.0,-195431.18
creeping_crisis,adaptive,10,3,87595.1,-205604.71
creeping_crisis,robust,10,4,102240.0,-93191.18
creeping_crisis,adaptive,10,4,102240.0,-103364.71
creeping_crisis,robust,10,5,152592.0,59400.82
creeping_crisis,adaptive,10,5,152592.0,49227.29
creeping_crisis,robust,11,0,2168.31,-468996.36
creeping_crisis,adaptive,11,0,2036.84,-469127.83
creeping_crisis,robust,11,1,19860.0,-449136.36
creeping_crisis,adaptive,11,1,18210.5,-450917.33
creeping_crisis,robust,11,2,100174.89,-348961.46
creeping_crisis,adaptive,11,2,92734.75,-358182.58
creeping_crisis,robust,11,3,122928.0,-226033.46
creeping_crisis,adaptive,11,3,122928.0,-235254.58
creeping_crisis,robust,11,4,115152.0,-110881.46
creeping_crisis,adaptive,11,4,115152.0,-120102.58
creeping_crisis,robust,11,5,141120.0,30238.54
creeping_crisis,adaptive,11,5,141120.0,21017.42
creeping_crisis,robust,12,0,1935.55,-446249.42
creeping_crisis,adaptive,12,0,1835.88,-446349.09
creeping_crisis,robust,12,1,25907.76,-420341.67
creeping_crisis,adaptive,12,1,25016.41,-421332.69
creeping_crisis,robust,12,2,62769.43,-357572.24
creeping_crisis,adaptive,12,2,61946.48,-359386.21
creeping_crisis,robust,12,3,140004.82,-217567.42
creeping_crisis,adaptive,12,3,136419.93,-222966.28
creeping_crisis,robust,12,4,108720.0,-108847.42
creeping_crisis,adaptive,12,4,108720.0,-114246.28
creeping_crisis,robust,12,5,153120.0,44272.58
creeping_crisis,adaptive,12,5,153120.0,38873.72
creeping_crisis,robust,13,0,10897.26,-381324.12
creeping_crisis,adaptive,13,0,10335.01,-381886.37
creeping_crisis,robust,13,1,24801.7,-356522.42
creeping_crisis,adaptive,13,1,24337.42,-357548.95
creeping_crisis,robust,13,2,60394.07,-296128.34
creeping_crisis,adaptive,13,2,56046.75,-301502.21
creeping_crisis,robust,13,3,122391.09,-173737.25
creeping_crisis,adaptive,13,3,116022.32,-185479.89
creeping_crisis,robust,13,4,105648.0,-68089.25
creeping_crisis,adaptive,13,4,105648.0,-79831.89
creeping_crisis,robust,13,5,119136.0,51046.75
creeping_crisis,adaptive,13,5,119136.0,39304.11
creeping_crisis,robust,14,0,9408.23,-450010.84
creeping_crisis,adaptive,14,0,7919.02,-451500.06
creeping_crisis,robust,14,1,26091.45,-423919.4
creeping_crisis,adaptive,14,1,26036.16,-425463.9
creeping_crisis,robust,14,2,60362.13,-363557.27
creeping_crisis,adaptive,14,2,55545.49,-369918.42
creeping_crisis,robust,14,3,151887.12,-211670.14
creeping_crisis,adaptive,14,3,148094.55,-221823.87
creeping_crisis,robust,14,4,108960.0,-102710.14
creeping_crisis,adaptive,14,4,108960.0,-112863.87
creeping_crisis,robust,14,5,136752.0,34041.86
creeping_crisis,adaptive,14,5,136752.0,23888.13
creeping_crisis,robust,15,0,5771.67,-469800.16
creeping_crisis,adaptive,15,0,5189.54,-470382.3
creeping_crisis,robust,15,1,18822.12,-450978.04
creeping_crisis,adaptive,15,1,18301.14,-452081.15
creeping_crisis,robust,15,2,112113.86,-338864.18
creeping_crisis,adaptive,15,2,103902.73,-348178.43
creeping_crisis,robust,15,3,134688.0,-204176.18
creeping_crisis,adaptive,15,3,134688.0,-213490.43
creeping_crisis,robust,15,4,102528.0,-101648.18
creeping_crisis,adaptive,15,4,102528.0,-110962.43
creeping_crisis,robust,15,5,139584.0,37935.82
creeping_crisis,adaptive,15,5,139584.0,28621.57
creeping_crisis,robust,16,0,7298.86,-449439.47
creeping_crisis,adaptive,16,0,6374.7,-450363.63
creeping_crisis,robust,16,1,13248.48,-436190.99
creeping_crisis,adaptive,16,1,13173.5,-437190.13
creeping_crisis,robust,16,2,55021.43,-381169.56
creeping_crisis,adaptive,16,2,51446.78,-385743.35
creeping_crisis,robust,16,3,146457.67,-234711.88
creeping_crisis,adaptive,16,3,139910.24,-245833.12
creeping_crisis,robust,16,4,108384.0,-126327.88
creeping_crisis,adaptive,16,4,108384.0,-137449.12
creeping_crisis,robust,16,5,161232.0,34904.12
creeping_crisis,adaptive,16,5,161232.0,23782.88
creeping_crisis,robust,17,0,5065.38,-426144.32
creeping_crisis,adaptive,17,0,4504.26,-426705.44
creeping_crisis,robust,17,1,25356.75,-400787.57
creeping_crisis,adaptive,17,1,24787.28,-401918.16
creeping_crisis,robust,17,2,94208.31,-306579.26
creeping_crisis,adaptive,17,2,89427.04,-312491.12
creeping_crisis,robust,17,3,124944.0,-181635.26
creeping_crisis,adaptive,17,3,124944.0,-187547.12
creeping_crisis,robust,17,4,87936.0,-93699.26
creeping_crisis,adaptive,17,4,87936.0,-99611.12
creeping_crisis,robust,17,5,136224.0,42524.74
creeping_crisis,adaptive,17,5,136224.0,36612.88
creeping_crisis,robust,18,0,3915.87,-432884.99
creeping_crisis,adaptive,18,0,3326.85,-433474.01
creeping_crisis,robust,18,1,24788.6,-408096.4
creeping_crisis,adaptive,18,1,22897.21,-410576.81
creeping_crisis,robust,18,2,125904.78,-282191.62
creeping_crisis,adaptive,18,2,110908.55,-299668.25
creeping_crisis,robust,18,3,134784.0,-147407.62
creeping_crisis,adaptive,18,3,134784.0,-164884.25
creeping_crisis,robust,18,4,98208.0,-49199.62
creeping_crisis,adaptive,18,4,98208.0,-66676.25
creeping_crisis,robust,18,5,107760.0,58560.38
creeping_crisis,adaptive,18,5,107760.0,41083.75
creeping_crisis,robust,19,0,7204.23,-393590.28
creeping_crisis,adaptive,19,0,6656.83,-394137.69
creeping_crisis,robust,19,1,23196.95,-370393.33
creeping_crisis,adaptive,19,1,22742.58,-371395.11
creeping_crisis,robust,19,2,82491.78,-287901.56
creeping_crisis,adaptive,19,2,69757.76,-301637.35
creeping_crisis,robust,19,3,115008.0,-172893.56
creeping_crisis,adaptive,19,3,115008.0,-186629.35
creeping_crisis,robust,19,4,114048.0,-58845.56
creeping_crisis,adaptive,19,4,114048.0,-72581.35
creeping_crisis,robust,19,5,118992.0,60146.44
creeping_crisis,adaptive,19,5,118992.0,46410.65
creeping_crisis,robust,20,0,5528.89,-383259.14
creeping_crisis,adaptive,20,0,5364.97,-383423.06
creeping_crisis,robust,20,1,19938.2,-363320.94
creeping_crisis,adaptive,20,1,18631.66,-364791.4
creeping_crisis,robust,20,2,50809.68,-312511.27
creeping_crisis,adaptive,20,2,47635.81,-317155.59
creeping_crisis,robust,20,3,110551.58,-201959.69
creeping_crisis,adaptive,20,3,103175.57,-213980.02
creeping_crisis,robust,20,4,110016.0,-91943.69
creeping_crisis,adaptive,20,4,110016.0,-103964.02
creeping_crisis,robust,20,5,152928.0,60984.31
creeping_crisis,adaptive,20,5,152928.0,48963.98
creeping_crisis,robust,21,0,7572.55,-409985.75
creeping_crisis,adaptive,21,0,5841.04,-411717.26
creeping_crisis,robust,21,1,15136.35,-394849.4
creeping_crisis,adaptive,21,1,15003.97,-396713.29
creeping_crisis,robust,21,2,63226.09,-331623.31
creeping_crisis,adaptive,21,2,62583.56,-334129.73
creeping_crisis,robust,21,3,163763.8,-167859.51
creeping_crisis,adaptive,21,3,160884.97,-173244.76
creeping_crisis,robust,21,4,84288.0,-83571.51
creeping_crisis,adaptive,21,4,84288.0,-88956.76
creeping_crisis,robust,21,5,124560.0,40988.49
creeping_crisis,adaptive,21,5,124560.0,35603.24
creeping_crisis,robust,22,0,4651.7,-474705.76
creeping_crisis,adaptive,22,0,3614.16,-475743.3
creeping_crisis,robust,22,1,22643.81,-452061.95
creeping_crisis,adaptive,22,1,22731.91,-453011.39
creeping_crisis,robust,22,2,67260.81,-384801.14
creeping_crisis,adaptive,22,2,58836.15,-394175.24
creeping_crisis,robust,22,3,158496.0,-226305.14
creeping_crisis,adaptive,22,3,155862.7,-238312.54
creeping_crisis,robust,22,4,86736.0,-139569.14
creeping_crisis,adaptive,22,4,86736.0,-151576.54
creeping_crisis,robust,22,5,170544.0,30974.86
creeping_crisis,adaptive,22,5,170544.0,18967.46
creeping_crisis,robust,23,0,8314.19,-442244.61
creeping_crisis,adaptive,23,0,6967.79,-443591.0
creeping_crisis,robust,23,1,21809.33,-420435.28
creeping_crisis,adaptive,23,1,22007.61,-421583.39
creeping_crisis,robust,23,2,111070.56,-309364.72
creeping_crisis,adaptive,23,2,105843.87,-315739.52
creeping_crisis,robust,23,3,111072.0,-198292.72
creeping_crisis,adaptive,23,3,111072.0,-204667.52
creeping_crisis,robust,23,4,82032.0,-116260.72
creeping_crisis,adaptive,23,4,82032.0,-122635.52
creeping_crisis,robust,23,5,153552.0,37291.28
creeping_crisis,adaptive,23,5,153552.0,30916.48
creeping_crisis,robust,24,0,4230.18,-356946.52
creeping_crisis,adaptive,24,0,2788.11,-358388.59
creeping_crisis,robust,24,1,22240.56,-334705.96
creeping_crisis,adaptive,24,1,22474.31,-335914.27
creeping_crisis,robust,24,2,42465.54,-292240.42
creeping_crisis,adaptive,24,2,43526.33,-292387.94
creeping_crisis,robust,24,3,113948.13,-178292.29
creeping_crisis,adaptive,24,3,111207.78,-181180.17
creeping_crisis,robust,24,4,82320.0,-95972.29
creeping_crisis,adaptive,24,4,82320.0,-98860.17
creeping_crisis,robust,24,5,162576.0,66603.71
creeping_crisis,adaptive,24,5,162576.0,63715.83
creeping_crisis,robust,25,0,7941.05,-357692.37
creeping_crisis,adaptive,25,0,6839.57,-358793.86
creeping_crisis,robust,25,1,18383.25,-339309.13
creeping_crisis,adaptive,25,1,18128.76,-340665.1
creeping_crisis,robust,25,2,53756.31,-285552.82
creeping_crisis,adaptive,25,2,51725.27,-288939.83
creeping_crisis,robust,25,3,150435.53,-135117.29
creeping_crisis,adaptive,25,3,145963.76,-142976.07
creeping_crisis,robust,25,4,69360.0,-65757.29
creeping_crisis,adaptive,25,4,69360.0,-73616.07
creeping_crisis,robust,25,5,124992.0,59234.71
creeping_crisis,adaptive,25,5,124992.0,51375.93
creeping_crisis,robust,26,0,12192.49,-300570.12
creeping_crisis,adaptive,26,0,11084.3,-301678.32
creeping_crisis,robust,26,1,18831.46,-281738.66
creeping_crisis,adaptive,26,1,18984.25,-282694.06
creeping_crisis,robust,26,2,54458.04,-227280.63
creeping_crisis,adaptive,26,2,50698.03,-231996.04
creeping_crisis,robust,26,3,104059.83,-123220.8
creeping_crisis,adaptive,26,3,94578.15,-137417.89
creeping_crisis,robust,26,4,64608.0,-58612.8
creeping_crisis,adaptive,26,4,64608.0,-72809.89
creeping_crisis,robust,26,5,120768.0,62155.2
creeping_crisis,adaptive,26,5,120768.0,47958.11
creeping_crisis,robust,27,0,10241.06,-457139.79
creeping_crisis,adaptive,27,0,9654.6,-457726.25
creeping_crisis,robust,27,1,23423.75,-433716.05
creeping_crisis,adaptive,27,1,22106.89,-435619.36
creeping_crisis,robust,27,2,112032.4,-321683.65
creeping_crisis,adaptive,27,2,104918.51,-330700.84
creeping_crisis,robust,27,3,157248.0,-164435.65
creeping_crisis,adaptive,27,3,157248.0,-173452.84
creeping_crisis,robust,27,4,77856.0,-86579.65
creeping_crisis,adaptive,27,4,77856.0,-95596.84
creeping_crisis,robust,27,5,121632.0,35052.35
creeping_crisis,adaptive,27,5,121632.0,26035.16
creeping_crisis,robust,28,0,7713.23,-409674.96
creeping_crisis,adaptive,28,0,6800.6,-410587.59
creeping_crisis,robust,28,1,17985.1,-391689.86
creeping_crisis,adaptive,28,1,17713.9,-392873.69
creeping_crisis,robust,28,2,100856.86,-290833.0
creeping_crisis,adaptive,28,2,88262.89,-304610.8
creeping_crisis,robust,28,3,123744.0,-167089.0
creeping_crisis,adaptive,28,3,123744.0,-180866.8
creeping_crisis,robust,28,4,100704.0,-66385.0
creeping_crisis,adaptive,28,4,100704.0,-80162.8
creeping_crisis,robust,28,5,119568.0,53183.0
creeping_crisis,adaptive,28,5,119568.0,39405.2
creeping_crisis,robust,29,0,6776.73,-449842.04
creeping_crisis,adaptive,29,0,6089.7,-450529.07
creeping_crisis,robust,29,1,22067.68,-427774.37
creeping_crisis,adaptive,29,1,21402.16,-429126.91
creeping_crisis,robust,29,2,60145.32,-367629.05
creeping_crisis,adaptive,29,2,53158.7,-375968.2
creeping_crisis,robust,29,3,171360.0,-196269.05
creeping_crisis,adaptive,29,3,171360.0,-204608.2
creeping_crisis,robust,29,4,74592.0,-121677.05
creeping_crisis,adaptive,29,4,74592.0,-130016.2
creeping_crisis,robust,29,5,158640.0,36962.95
creeping_crisis,adaptive,29,5,158640.0,28623.8
acuity_flip,robust,0,0,23441.74,-859956.98
acuity_flip,adaptive,0,0,22031.0,-861367.72
acuity_flip,robust,0,1,63706.1,-796250.87
acuity_flip,adaptive,0,1,55153.78,-806213.95
acuity_flip,robust,0,2,138480.0,-657770.87
acuity_flip,adaptive,0,2,135037.83,-671176.12
acuity_flip,robust,0,3,302736.0,-355034.87
acuity_flip,adaptive,0,3,302736.0,-368440.12
acuity_flip,robust,0,4,164160.0,-190874.87
acuity_flip,adaptive,0,4,164160.0,-204280.12
acuity_flip,robust,0,5,242832.0,51957.13
acuity_flip,adaptive,0,5,242832.0,38551.88
acuity_flip,robust,1,0,34829.43,-667851.97
acuity_flip,adaptive,1,0,32714.04,-669967.36
acuity_flip,robust,1,1,20174.05,-647677.91
acuity_flip,adaptive,1,1,18953.01,-651014.35
acuity_flip,robust,1,2,41669.15,-606008.77
acuity_flip,adaptive,1,2,37104.74,-613909.61
acuity_flip,robust,1,3,217435.37,-388573.4
acuity_flip,adaptive,1,3,205317.27,-408592.34
acuity_flip,robust,1,4,197520.0,-191053.4
acuity_flip,adaptive,1,4,197520.0,-211072.34
acuity_flip,robust,1,5,260688.0,69634.6
acuity_flip,adaptive,1,5,260688.0,49615.66
acuity_flip,robust,2,0,21976.55,-804084.09
acuity_flip,adaptive,2,0,21184.09,-804876.55
acuity_flip,robust,2,1,49655.55,-754428.54
acuity_flip,adaptive,2,1,45413.85,-759462.7
acuity_flip,robust,2,2,123408.0,-631020.54
acuity_flip,adaptive,2,2,117457.74,-642004.97
acuity_flip,robust,2,3,224256.0,-406764.54
acuity_flip,adaptive,2,3,224256.0,-417748.97
acuity_flip,robust,2,4,194640.0,-212124.54
acuity_flip,adaptive,2,4,194640.0,-223108.97
acuity_flip,robust,2,5,251280.0,39155.46
acuity_flip,adaptive,2,5,251280.0,28171.03
acuity_flip,robust,3,0,18449.9,-737914.26
acuity_flip,adaptive,3,0,17691.4,-738672.77
acuity_flip,robust,3,1,28347.76,-709566.5
acuity_flip,adaptive,3,1,25277.83,-713394.94
