scenario,policy,rep,epoch,epoch_cost,cumulative_regret
acuity_flip,robust,3,2,103036.0,-606530.5
acuity_flip,adaptive,3,2,92505.95,-620888.99
acuity_flip,robust,3,3,286944.0,-319586.5
acuity_flip,adaptive,3,3,286944.0,-333944.99
acuity_flip,robust,3,4,153072.0,-166514.5
acuity_flip,adaptive,3,4,153072.0,-180872.99
acuity_flip,robust,3,5,221136.0,54621.5
acuity_flip,adaptive,3,5,221136.0,40263.01
acuity_flip,robust,4,0,25318.59,-726223.61
acuity_flip,adaptive,4,0,23979.05,-727563.16
acuity_flip,robust,4,1,28228.44,-697995.18
acuity_flip,adaptive,4,1,25920.73,-701642.43
acuity_flip,robust,4,2,81220.48,-616774.69
acuity_flip,adaptive,4,2,68831.0,-632811.43
acuity_flip,robust,4,3,252432.0,-364342.69
acuity_flip,adaptive,4,3,252432.0,-380379.43
acuity_flip,robust,4,4,129072.0,-235270.69
acuity_flip,adaptive,4,4,129072.0,-251307.43
acuity_flip,robust,4,5,279888.0,44617.31
acuity_flip,adaptive,4,5,279888.0,28580.57
acuity_flip,robust,5,0,18014.71,-790170.32
acuity_flip,adaptive,5,0,17042.01,-791143.02
acuity_flip,robust,5,1,31243.97,-758926.36
acuity_flip,adaptive,5,1,29043.27,-762099.75
acuity_flip,robust,5,2,122547.59,-636378.76
acuity_flip,adaptive,5,2,113165.7,-648934.05
acuity_flip,robust,5,3,229680.0,-406698.76
acuity_flip,adaptive,5,3,229680.0,-419254.05
acuity_flip,robust,5,4,219360.0,-187338.76
acuity_flip,adaptive,5,4,219360.0,-199894.05
acuity_flip,robust,5,5,229536.0,42197.24
acuity_flip,adaptive,5,5,229536.0,29641.95
acuity_flip,robust,6,0,33574.84,-724534.09
acuity_flip,adaptive,6,0,31009.05,-727099.88
acuity_flip,robust,6,1,28275.86,-696258.23
acuity_flip,adaptive,6,1,25913.2,-701186.68
acuity_flip,robust,6,2,93452.92,-602805.31
acuity_flip,adaptive,6,2,88404.68,-612782.0
acuity_flip,robust,6,3,225936.0,-376869.31
acuity_flip,adaptive,6,3,225936.0,-386846.0
acuity_flip,robust,6,4,135648.0,-241221.31
acuity_flip,adaptive,6,4,135648.0,-251198.0
acuity_flip,robust,6,5,270672.0,29450.69
acuity_flip,adaptive,6,5,270672.0,19474.0
acuity_flip,robust,7,0,20893.54,-775454.43
acuity_flip,adaptive,7,0,19524.82,-776823.15
acuity_flip,robust,7,1,23357.31,-752097.13
acuity_flip,adaptive,7,1,21432.11,-755391.04
acuity_flip,robust,7,2,109433.66,-642663.46
acuity_flip,adaptive,7,2,101916.55,-653474.49
acuity_flip,robust,7,3,276624.0,-366039.46
acuity_flip,adaptive,7,3,276624.0,-376850.49
acuity_flip,robust,7,4,159120.0,-206919.46
acuity_flip,adaptive,7,4,159120.0,-217730.49
acuity_flip,robust,7,5,256656.0,49736.54
acuity_flip,adaptive,7,5,256656.0,38925.51
acuity_flip,robust,8,0,32375.17,-853828.1
acuity_flip,adaptive,8,0,29522.1,-856681.17
acuity_flip,robust,8,1,52593.42,-801234.67
acuity_flip,adaptive,8,1,49100.27,-807580.89
acuity_flip,robust,8,2,136975.66,-664259.02
acuity_flip,adaptive,8,2,130705.44,-676875.45
acuity_flip,robust,8,3,240864.0,-423395.02
acuity_flip,adaptive,8,3,240864.0,-436011.45
acuity_flip,robust,8,4,200688.0,-222707.02
acuity_flip,adaptive,8,4,200688.0,-235323.45
acuity_flip,robust,8,5,248112.0,25404.98
acuity_flip,adaptive,8,5,248112.0,12788.55
acuity_flip,robust,9,0,21174.96,-835030.67
acuity_flip,adaptive,9,0,20883.28,-835322.35
acuity_flip,robust,9,1,51781.06,-783249.61
acuity_flip,adaptive,9,1,46680.48,-788641.87
acuity_flip,robust,9,2,96495.16,-686754.45
acuity_flip,adaptive,9,2,90235.38,-698406.49
acuity_flip,robust,9,3,273456.0,-413298.45
acuity_flip,adaptive,9,3,273456.0,-424950.49
acuity_flip,robust,9,4,186576.0,-226722.45
acuity_flip,adaptive,9,4,186576.0,-238374.49
acuity_flip,robust,9,5,270960.0,44237.55
acuity_flip,adaptive,9,5,270960.0,32585.51
acuity_flip,robust,10,0,14792.18,-658676.09
acuity_flip,adaptive,10,0,14085.59,-659382.68
acuity_flip,robust,10,1,18307.03,-640369.06
acuity_flip,adaptive,10,1,17442.04,-641940.64
acuity_flip,robust,10,2,85042.05,-555327.01
acuity_flip,adaptive,10,2,73603.45,-568337.19
acuity_flip,robust,10,3,261888.0,-293439.01
acuity_flip,adaptive,10,3,261888.0,-306449.19
acuity_flip,robust,10,4,138576.0,-154863.01
acuity_flip,adaptive,10,4,138576.0,-167873.19
acuity_flip,robust,10,5,201696.0,46832.99
acuity_flip,adaptive,10,5,201696.0,33822.81
acuity_flip,robust,11,0,16785.41,-765186.56
acuity_flip,adaptive,11,0,15281.36,-766690.62
acuity_flip,robust,11,1,19259.32,-745927.24
acuity_flip,adaptive,11,1,19483.45,-747207.17
acuity_flip,robust,11,2,83554.69,-662372.55
acuity_flip,adaptive,11,2,76838.18,-670368.99
acuity_flip,robust,11,3,286656.0,-375716.55
acuity_flip,adaptive,11,3,286656.0,-383712.99
acuity_flip,robust,11,4,176496.0,-199220.55
acuity_flip,adaptive,11,4,176496.0,-207216.99
acuity_flip,robust,11,5,234960.0,35739.45
acuity_flip,adaptive,11,5,234960.0,27743.01
acuity_flip,robust,12,0,12306.39,-837070.43
acuity_flip,adaptive,12,0,11654.6,-837722.23
acuity_flip,robust,12,1,36590.51,-800479.91
acuity_flip,adaptive,12,1,32847.29,-804874.94
acuity_flip,robust,12,2,100708.88,-699771.03
acuity_flip,adaptive,12,2,89233.28,-715641.66
acuity_flip,robust,12,3,299232.0,-400539.03
acuity_flip,adaptive,12,3,299232.0,-416409.66
acuity_flip,robust,12,4,165936.0,-234603.03
acuity_flip,adaptive,12,4,165936.0,-250473.66
acuity_flip,robust,12,5,273648.0,39044.97
acuity_flip,adaptive,12,5,273648.0,23174.34
acuity_flip,robust,13,0,36021.29,-864391.27
acuity_flip,adaptive,13,0,32603.55,-867809.02
acuity_flip,robust,13,1,69425.13,-794966.14
acuity_flip,adaptive,13,1,60897.31,-806911.71
acuity_flip,robust,13,2,161328.0,-633638.14
acuity_flip,adaptive,13,2,161328.0,-645583.71
acuity_flip,robust,13,3,219792.0,-413846.14
acuity_flip,adaptive,13,3,219792.0,-425791.71
acuity_flip,robust,13,4,164064.0,-249782.14
acuity_flip,adaptive,13,4,164064.0,-261727.71
acuity_flip,robust,13,5,275952.0,26169.86
acuity_flip,adaptive,13,5,275952.0,14224.29
acuity_flip,robust,14,0,27658.96,-871426.55
acuity_flip,adaptive,14,0,26257.11,-872828.39
acuity_flip,robust,14,1,85827.7,-785598.85
acuity_flip,adaptive,14,1,77887.28,-794941.11
acuity_flip,robust,14,2,125856.0,-659742.85
acuity_flip,adaptive,14,2,125856.0,-669085.11
acuity_flip,robust,14,3,259488.0,-400254.85
acuity_flip,adaptive,14,3,259488.0,-409597.11
acuity_flip,robust,14,4,214560.0,-185694.85
acuity_flip,adaptive,14,4,214560.0,-195037.11
acuity_flip,robust,14,5,248640.0,62945.15
acuity_flip,adaptive,14,5,248640.0,53602.89
acuity_flip,robust,15,0,16334.13,-801595.87
acuity_flip,adaptive,15,0,15217.45,-802712.54
acuity_flip,robust,15,1,26415.89,-775179.98
acuity_flip,adaptive,15,1,23142.38,-779570.17
acuity_flip,robust,15,2,129229.09,-645950.89
acuity_flip,adaptive,15,2,122361.95,-657208.21
acuity_flip,robust,15,3,264000.0,-381950.89
acuity_flip,adaptive,15,3,264000.0,-393208.21
acuity_flip,robust,15,4,181584.0,-200366.89
acuity_flip,adaptive,15,4,181584.0,-211624.21
acuity_flip,robust,15,5,246144.0,45777.11
acuity_flip,adaptive,15,5,246144.0,34519.79
acuity_flip,robust,16,0,27952.04,-785739.26
acuity_flip,adaptive,16,0,25967.64,-787723.66
acuity_flip,robust,16,1,26880.82,-758858.44
acuity_flip,adaptive,16,1,24799.42,-762924.24
acuity_flip,robust,16,2,98999.08,-659859.36
acuity_flip,adaptive,16,2,92017.8,-670906.44
acuity_flip,robust,16,3,229392.0,-430467.36
acuity_flip,adaptive,16,3,229392.0,-441514.44
acuity_flip,robust,16,4,217536.0,-212931.36
acuity_flip,adaptive,16,4,217536.0,-223978.44
acuity_flip,robust,16,5,258480.0,45548.64
acuity_flip,adaptive,16,5,258480.0,34501.56
acuity_flip,robust,17,0,14942.5,-778919.06
acuity_flip,adaptive,17,0,14444.78,-779416.78
acuity_flip,robust,17,1,50221.56,-728697.5
acuity_flip,adaptive,17,1,43416.84,-735999.93
acuity_flip,robust,17,2,127824.0,-600873.5
acuity_flip,adaptive,17,2,125990.03,-610009.91
acuity_flip,robust,17,3,255888.0,-344985.5
acuity_flip,adaptive,17,3,255888.0,-354121.91
acuity_flip,robust,17,4,197088.0,-147897.5
acuity_flip,adaptive,17,4,197088.0,-157033.91
acuity_flip,robust,17,5,166752.0,18854.5
acuity_flip,adaptive,17,5,166752.0,9718.09
acuity_flip,robust,18,0,18099.33,-862126.47
acuity_flip,adaptive,18,0,16923.0,-863302.81
acuity_flip,robust,18,1,44736.89,-817389.58
acuity_flip,adaptive,18,1,39152.83,-824149.97
acuity_flip,robust,18,2,108768.0,-708621.58
acuity_flip,adaptive,18,2,104520.5,-719629.48
acuity_flip,robust,18,3,322560.0,-386061.58
acuity_flip,adaptive,18,3,322560.0,-397069.48
acuity_flip,robust,18,4,212064.0,-173997.58
acuity_flip,adaptive,18,4,212064.0,-185005.48
acuity_flip,robust,18,5,214080.0,40082.42
acuity_flip,adaptive,18,5,214080.0,29074.52
acuity_flip,robust,19,0,27644.52,-721401.72
acuity_flip,adaptive,19,0,26083.82,-722962.41
acuity_flip,robust,19,1,47178.2,-674223.52
acuity_flip,adaptive,19,1,44100.68,-678861.72
acuity_flip,robust,19,2,122759.1,-551464.42
acuity_flip,adaptive,19,2,116570.99,-562290.74
acuity_flip,robust,19,3,240912.0,-310552.42
acuity_flip,adaptive,19,3,240912.0,-321378.74
acuity_flip,robust,19,4,132624.0,-177928.42
acuity_flip,adaptive,19,4,132624.0,-188754.74
acuity_flip,robust,19,5,208368.0,30439.58
acuity_flip,adaptive,19,5,208368.0,19613.26
acuity_flip,robust,20,0,21715.32,-751292.36
acuity_flip,adaptive,20,0,19932.61,-753075.08
acuity_flip,robust,20,1,36846.18,-714446.18
acuity_flip,adaptive,20,1,33303.75,-719771.32
acuity_flip,robust,20,2,123018.72,-591427.46
acuity_flip,adaptive,20,2,112144.45,-607626.88
acuity_flip,robust,20,3,204240.0,-387187.46
acuity_flip,adaptive,20,3,204240.0,-403386.88
acuity_flip,robust,20,4,134880.0,-252307.46
acuity_flip,adaptive,20,4,134880.0,-268506.88
acuity_flip,robust,20,5,302688.0,50380.54
acuity_flip,adaptive,20,5,302688.0,34181.12
acuity_flip,robust,21,0,20583.13,-800634.16
acuity_flip,adaptive,21,0,19771.72,-801445.58
acuity_flip,robust,21,1,41819.81,-758814.35
acuity_flip,adaptive,21,1,39107.7,-762337.87
acuity_flip,robust,21,2,101265.2,-657549.15
acuity_flip,adaptive,21,2,97556.42,-664781.45
acuity_flip,robust,21,3,255744.0,-401805.15
acuity_flip,adaptive,21,3,255744.0,-409037.45
acuity_flip,robust,21,4,177312.0,-224493.15
acuity_flip,adaptive,21,4,177312.0,-231725.45
acuity_flip,robust,21,5,265392.0,40898.85
acuity_flip,adaptive,21,5,265392.0,33666.55
acuity_flip,robust,22,0,22769.35,-849303.44
acuity_flip,adaptive,22,0,21088.49,-850984.31
acuity_flip,robust,22,1,27977.24,-821326.2
acuity_flip,adaptive,22,1,25410.64,-825573.67
acuity_flip,robust,22,2,101504.89,-719821.31
acuity_flip,adaptive,22,2,94863.36,-730710.31
acuity_flip,robust,22,3,323904.0,-395917.31
acuity_flip,adaptive,22,3,323904.0,-406806.31
acuity_flip,robust,22,4,199824.0,-196093.31
acuity_flip,adaptive,22,4,199824.0,-206982.31
acuity_flip,robust,22,5,241056.0,44962.69
acuity_flip,adaptive,22,5,241056.0,34073.69
acuity_flip,robust,23,0,30690.36,-854899.36
acuity_flip,adaptive,23,0,28573.05,-857016.67
acuity_flip,robust,23,1,52979.13,-801920.23
acuity_flip,adaptive,23,1,47324.28,-809692.39
acuity_flip,robust,23,2,163920.0,-638000.23
acuity_flip,adaptive,23,2,162202.83,-647489.56
acuity_flip,robust,23,3,262128.0,-375872.23
acuity_flip,adaptive,23,3,262128.0,-385361.56
acuity_flip,robust,23,4,171024.0,-204848.23
acuity_flip,adaptive,23,4,171024.0,-214337.56
acuity_flip,robust,23,5,232176.0,27327.77
acuity_flip,adaptive,23,5,232176.0,17838.44
acuity_flip,robust,24,0,18357.06,-712015.0
acuity_flip,adaptive,24,0,16897.43,-713474.63
acuity_flip,robust,24,1,42669.9,-669345.1
acuity_flip,adaptive,24,1,39452.08,-674022.55
acuity_flip,robust,24,2,102281.08,-567064.02
acuity_flip,adaptive,24,2,94069.21,-579953.35
acuity_flip,robust,24,3,192000.0,-375064.02
acuity_flip,adaptive,24,3,192000.0,-387953.35
acuity_flip,robust,24,4,173424.0,-201640.02
acuity_flip,adaptive,24,4,173424.0,-214529.35
acuity_flip,robust,24,5,270384.0,68743.98
acuity_flip,adaptive,24,5,270384.0,55854.65
acuity_flip,robust,25,0,21416.91,-738924.76
acuity_flip,adaptive,25,0,20068.21,-740273.46
acuity_flip,robust,25,1,34220.63,-704704.13
acuity_flip,adaptive,25,1,30453.2,-709820.26
acuity_flip,robust,25,2,123273.05,-581431.08
acuity_flip,adaptive,25,2,115151.79,-594668.46
acuity_flip,robust,25,3,205632.0,-375799.08
acuity_flip,adaptive,25,3,205632.0,-389036.46
acuity_flip,robust,25,4,161952.0,-213847.08
acuity_flip,adaptive,25,4,161952.0,-227084.46
acuity_flip,robust,25,5,260352.0,46504.92
acuity_flip,adaptive,25,5,260352.0,33267.54
acuity_flip,robust,26,0,42246.01,-723672.09
acuity_flip,adaptive,26,0,37984.65,-727933.45
acuity_flip,robust,26,1,50699.73,-672972.36
acuity_flip,adaptive,26,1,46459.53,-681473.92
acuity_flip,robust,26,2,138144.0,-534828.36
acuity_flip,adaptive,26,2,134760.81,-546713.11
acuity_flip,robust,26,3,228048.0,-306780.36
acuity_flip,adaptive,26,3,228048.0,-318665.11
acuity_flip,robust,26,4,148272.0,-158508.36
acuity_flip,adaptive,26,4,148272.0,-170393.11
acuity_flip,robust,26,5,201648.0,43139.64
acuity_flip,adaptive,26,5,201648.0,31254.89
acuity_flip,robust,27,0,19155.21,-770963.47
acuity_flip,adaptive,27,0,18548.98,-771569.71
acuity_flip,robust,27,1,29565.6,-741397.87
acuity_flip,adaptive,27,1,27015.52,-744554.18
acuity_flip,robust,27,2,93220.83,-648177.04
acuity_flip,adaptive,27,2,85060.47,-659493.71
acuity_flip,robust,27,3,254544.0,-393633.04
acuity_flip,adaptive,27,3,254544.0,-404949.71
acuity_flip,robust,27,4,158448.0,-235185.04
acuity_flip,adaptive,27,4,158448.0,-246501.71
acuity_flip,robust,27,5,265488.0,30302.96
acuity_flip,adaptive,27,5,265488.0,18986.29
acuity_flip,robust,28,0,27198.64,-826229.65
acuity_flip,adaptive,28,0,25722.39,-827705.9
acuity_flip,robust,28,1,44003.37,-782226.29
acuity_flip,adaptive,28,1,41299.16,-786406.74
acuity_flip,robust,28,2,105405.82,-676820.46
acuity_flip,adaptive,28,2,101256.25,-685150.48
acuity_flip,robust,28,3,234096.0,-442724.46
acuity_flip,adaptive,28,3,234096.0,-451054.48
acuity_flip,robust,28,4,213360.0,-229364.46
acuity_flip,adaptive,28,4,213360.0,-237694.48
acuity_flip,robust,28,5,257520.0,28155.54
acuity_flip,adaptive,28,5,257520.0,19825.52
acuity_flip,robust,29,0,21379.32,-793957.79
acuity_flip,adaptive,29,0,20550.5,-794786.61
acuity_flip,robust,29,1,50836.28,-743121.51
acuity_flip,adaptive,29,1,48289.26,-746497.35
acuity_flip,robust,29,2,140990.29,-602131.23
acuity_flip,adaptive,29,2,132132.9,-614364.45
acuity_flip,robust,29,3,213840.0,-388291.23
acuity_flip,adaptive,29,3,213840.0,-400524.45
acuity_flip,robust,29,4,227424.0,-160867.23
acuity_flip,adaptive,29,4,227424.0,-173100.45
acuity_flip,robust,29,5,216384.0,55516.77
acuity_flip,adaptive,29,5,216384.0,43283.55
